Stations,DireDawa,Ginir,Ameya,DebreWork,Mankush,Debark,Metema,NefasMewcha,Shahura,Alemaya,AwashArba,Gewane,Gambela,Tepi,Maji,Wolaita,Alemteferi,Elidar,Semera,AddisAbabaBoleE,Hosana,Nazeret,SholaGebeya,WolisoGiyon,Ziway,Robe
20160226,0,12,-99,0,0,0,0,0,0,15.5,0,-99,0,6,0,0,0,0,0,0.6,0,0,0,0,0,0
20160227,0,0,-99,0,0,0,0,3.1,0,0,0,-99,0,1.2,8,0,0,0,0,0,0,0,0,0,0,0
20160228,0,0,-99,0,0,0,0,0,0,0,0,-99,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20160229,0,0,-99,0,0,0,0,0,0,0,-99,-99,0,0,-99,0,0,0,0,0,0,0,0,0,0,0
20160301,0,0,-99,0,0,0,39.2,0,0,0,0,-99,0,0,0,0,0,-99,0,0,0,0,0,0,0,0
20160302,0,0,-99,0,0,0,0,0,0,0,0,-99,0,5.6,0,0,0,-99,0,0,0,0,0,0,0,0
20160303,0.1,0,-99,0,0,0,0,0,0,0,0,-99,0,1.8,16,0,0,-99,0,2.3,0,0,0,2.4,0,0
20160304,0,0,-99,0.7,0,0,0,0,0,0,0,-99,0,0,0,0,0,-99,0,0.7,2.2,0,0,6.5,0,0
20160305,0,0,-99,2.7,0,0,0,0,0,0,0,-99,0,21.3,0,9.7,0,-99,0,0,0,0,0,0,0,27.1
20160306,0,0,-99,0,0,0,0,0,0,4,0,-99,0,0,14,0,0,-99,0,2.8,21.5,20.5,1.5,17.5,1.3,6
20160307,2.1,16,-99,0,0,0,0,0,0,12.7,0,-99,0,0,0,17.5,0,-99,0,8.5,16.6,0,7,0.6,2.4,0
20160308,0,0,-99,0,0,0,0,0,0,0,0,-99,0,0,0,15.4,0,-99,0,4.8,1.8,0,12.5,8.3,1.3,18.2
20160309,0,14.5,-99,0,0,0,0,0,0,23,0,-99,0,0,28.8,0,0,-99,0,12.7,2.5,0,11.3,2.7,2.1,0.4
20160310,0,0,-99,0,0,0,0,0,0,0,22.5,-99,0,0,1.9,0,0,-99,0,0,0,0,0,1.2,0,0
20160311,18.8,0,-99,0,0,0,0,0,0,0,0,-99,2.4,1.1,0,0,0,-99,0,0,0,0,0,0,0,0
20160312,0,0,-99,0,0,0,0,0,0,0,0,-99,11.5,0,0,0.4,0,-99,0,0,0,0,0,0,0,0
20160313,0,0,-99,0,7.5,0,0,0,0,0,0,-99,10.1,0,0,0,0,-99,0,0,0,0,0,0,0,0
20160314,0,0,-99,0,0.3,0,0,0,4.2,0,0,-99,0,0,0,0,1,-99,0,0,0,0,0,0,0,0
20160315,0,0,-99,0,0,0,0,0,0,0,0,-99,0,18.3,0,0,0,-99,0,0,0,0,0,0,0,0
20160316,0,0,-99,0,0,0,0.8,0,0.8,0,0,-99,0,0,0,0,6,-99,0,0,0,0,0,0,0,18.7
20160317,0,0,-99,3.4,0,2.5,0,9.4,4.1,0,0,-99,0,8.6,29.6,0,6.5,-99,0,0,0,0,0,0,0.4,0
20160318,0,0,-99,1.9,0.8,3.5,0,0,0,1,0,-99,0,0,4.1,0,0,-99,0,0,0,0,0,0.3,0,0
20160319,0,0,-99,6.5,0,16,0,9,7.3,0,0,-99,0,0,0,0,4.4,-99,0,0,0,0,0,0,1,0
20160320,0,0,-99,0,0,0.3,0,0,0,0,0,-99,0,0,11.1,0,5.6,-99,0,0,0,0,0,0,0,0
20160321,0,0,-99,0,0,0.4,0,9.3,0,0,0,-99,0,0,8.4,0,0,-99,0,0,2.7,0,0,0,0,0
20160322,0,0,-99,0,0,0,0,16.2,0,0,5.3,-99,0,0,6.2,0,0,-99,0,0,12.3,0,7.4,13.5,0.3,0
20160323,1.4,0,-99,0,0,0,0,0,0,0,0,-99,0,0,0,6.8,0,-99,0,0.8,12.4,1,3.6,5.5,8.4,0
20160324,3.4,0,-99,0,0,0,0,0,0,0,0,-99,0,1.3,6.3,4.1,0,-99,0,0,0,0.2,0,1.5,0,0
20160325,0,0,-99,0,0,0,0,0,0,0.8,0,-99,0,0,0,2.2,0,-99,0,0,0.7,0,0,0,0,0
20160326,0,0,-99,1.2,0,0,0,3.2,0,0,0,-99,0,12.3,0,0,13.3,-99,0,4.6,1.8,0,0,0.8,0,0
20160327,0,0,-99,0,0,0,0,0,0,0,0,-99,0,1.3,0,0,0,-99,0,0,6.4,0,0,0.6,0,0
20160328,0,0,-99,0,0,0,0,0,0,0,0,-99,0,3.1,3.2,12.1,0,-99,0,0,0.3,0,0,1.5,0,0
20160329,0,0,-99,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,-99,0,0,0,0,0,0,0,0
20160330,0,0,-99,0,0,0,0,4.5,0,0,0,-99,0,8,4,0,0,-99,0,0,0,0,0,0,0,0
20160331,0,0,-99,0,0,2.5,0,0,0,0,0,-99,0,0,-99,42.4,0.7,-99,0,0,0,0,0,0,0,0
20160401,0,0,-99,0.7,0,0,0,3.5,0,0,0,-99,0,0,0,2.3,0,0,1.2,1.2,8.7,0.2,0.6,18.5,0,4.9
20160402,3.8,0,-99,0.2,0,0,0,0,0,1.6,0,-99,0,0,51.3,0.8,0,0,0,12.6,0,0,1.8,13.5,2.5,0.6
20160403,8.5,19.2,-99,0,0,0,0,0,0,13.4,0,-99,0,3.4,40,2.4,0,0,0.4,8.4,4.7,1.1,10.3,2.2,4.2,0
20160404,0,4.2,-99,0,0,0,0,0,0,0,0,-99,0,0,65.8,2.1,0,0,0,0,0,0.1,10.5,0,13.4,0
20160405,0,8.5,-99,0,0,0,0,0,0,0,16,-99,0,1.7,0,0,0,0,0,0,0,0,2.7,0,3.6,58
20160406,3.4,8.6,-99,0,0,0,0,0,0,0,3,-99,0,13.3,0,0,0,0,0,0,0,5.5,0.2,17.2,0,2.4
20160407,1.2,9,-99,0,0,0,0,0,0,0,0,-99,0,0,0,5.4,0,0,13.8,5.5,12.7,10,3.5,0,17.3,23.2
20160408,0.2,0,-99,0,0,0,0,0,0,0,3,-99,0,8.5,5.1,0,0,0,0,0,0.2,2.3,16.6,0,0,0.7
20160409,45,8,-99,0,0,0,0,0,0,0,5.5,-99,0,9.7,4,2,0,0,22,0,2,0.2,0,0,2.3,0.6
20160410,20.6,0,-99,0,0,0,0,0,0,1.9,0,-99,0,0,0,0.4,0,0,0,0,17.2,0,0.9,0,0,0
20160411,0,0,-99,0,0,0,0,4.5,0,0,0,-99,3.2,6,0,0,0,0,0,0,0,0,0,0,0,0
20160412,0,0,-99,0,0,0,0,0,0,0,2.5,-99,1.8,21.7,0,0,0,0,1.4,2.7,33.9,0,6.6,28,6.3,1.2
20160413,2.3,0,-99,0,0,0,0,0,0,1,0.5,-99,0,2.8,4,5.1,3.1,0,0,16.5,3.9,2.1,11.5,3.3,1.9,6.3
20160414,11.1,0,-99,0,0,0,0,0,0,10.1,2.5,-99,0,1.6,24.7,2,7,0,29,9.8,5.6,30.9,4.3,43.4,5.5,0
20160415,40.6,50.5,-99,0,0,0,0,0,0,29,10,-99,25.5,24.4,1.7,0,0,5.3,0,13.4,62.8,21.6,3.5,8.8,2.4,1.2
20160416,3.5,36,-99,2,0,1.3,0,1.5,0,1.1,0,-99,0,3.2,13.2,5.8,0,0,0,0,2.3,0,4.1,0,0,0.6
20160417,3.5,0,-99,18,0,0,0,16,0,17.3,0,-99,0,9.8,0.6,1.8,0,0,13.5,0,15.1,30.5,0,3.9,0,15.5
20160418,0,0,-99,0,0,0,0,0,0,7.3,0,-99,0,1.6,36.2,2.3,0,0,0,1.5,1.6,0,1.2,4.1,0,7
20160419,8.2,0,-99,0,0,0,0,0,0,21.4,5.3,-99,0,0.9,0.3,16.6,0,0,18.5,0,7.9,3,0,0.1,6.7,0
20160420,0,0,-99,0,0,0,0,0,0,2,0,-99,0,19.5,8.6,32.5,0,0,0,5,0.5,10.1,1.7,25.2,0,0
20160421,8.8,6,-99,0,0,0,0,0,0,0,0,-99,0,9.7,0,0.4,0,0,0,0,5.2,3.2,6.2,1.3,0,4.6
20160422,25.6,-99,-99,6.2,0,10,0,4.2,0,0,0,-99,0,0.8,33.2,7.3,0,0,0,0,0,0,0,0,0,0
20160423,3.4,0,-99,0,0,0,0,1,0,0,0,-99,0,1.7,0,14.7,0,0,0,2.5,2.2,0,0,16.5,0,0
20160424,0,0,-99,0,0,0,0,0,0,6.9,3.4,-99,1.6,0,15.7,1.2,0,6.4,4.6,0.8,9.3,5,11.6,0,0,0
20160425,16.5,3.5,-99,0,0,0,0,0,0,20,0,-99,0,2.5,17,0.7,0,1,0,2.6,0,0,4.7,0.1,0,0
20160426,12.4,0,-99,2,0,0,0,0,0,0,0,-99,16.4,6.2,0,3.3,0,0,0,4.5,45.4,0,5.2,1.8,0,1.5
20160427,11.2,16,-99,2.5,0,0,0,0,0.8,11,14,-99,0,0,26.7,12.9,0,0,1.8,13,0.2,0,3.1,0,19.5,2.2
20160428,17.4,3.3,-99,2.2,0,2.5,0,5.9,5.1,0,0,-99,0,14.7,0,15.7,10.6,0,0,0,0,0,0,0.1,0,2.3
20160429,5.8,4,-99,0,0,10.5,0,6.2,0,7,0,-99,0,1.7,0,49.3,0,0,2.3,0,0,0.2,8.4,9.5,11,10.2
20160430,12.9,103,-99,5,0,6,0,0,9.3,3.6,11.5,-99,0,13.3,42.3,11.2,0,0,0,21.4,17.2,20,14.6,17.7,39.8,1.5
20160501,-99,0,-99,18,0,15.5,0,2.2,14.9,0.5,7,-99,0,0,3.1,0.8,2.4,0,0,13.2,1.5,24.7,12.1,14.4,4.5,0
20160502,-99,0,-99,12,0,0.2,0,19,8.3,0,2,-99,0,0,0,14.6,2.1,4.2,0,12.8,0,3.6,1.1,2.7,27.6,20.1
20160503,-99,69,-99,8,5.5,9.5,0,8.4,0.4,11.6,27.5,-99,18.5,0,0,43.3,0,0,0,0,0.5,5,0,6.5,0.7,0
20160504,-99,0,-99,1.5,0,8.6,0,0,3.3,0,0,-99,2.2,15.3,0.6,0,3.4,0,0,0,1.8,0,0,0,0,0
20160505,-99,5,-99,4,0,10.6,3,29.1,18.2,0,4.2,-99,47.9,13.8,0,20.5,0,0,18,7.6,46.7,0,2.8,46.3,21.9,5.5
20160506,-99,1.8,-99,1.4,24.2,7.4,10,9.5,14.2,8.5,0,-99,0.3,0,14.6,17.7,2.8,0,0,10,0,0,20.7,0,30.6,4.4
20160507,-99,0,-99,0,0,0.6,0,6.1,0,0,0,-99,1.1,48.4,19.8,13.7,0.2,0,0,10.7,25,0,0,4.2,22.5,0
20160508,-99,0,-99,3.2,0,1.5,0,1,0.5,34,0,-99,3.9,1.4,6.8,15.8,0,0,0,0,0.8,0,0,0,0,0
20160509,-99,0,-99,9.6,34.4,29,20,27.1,7.9,9.4,85,-99,0,5.3,3.1,32.9,8.4,0,0,2.6,11.5,12.5,0,27.9,19.8,4.4
20160510,-99,21,-99,17,0,6.1,0,1.2,22.5,1.3,0,-99,83.5,2.3,0.4,17.4,11.8,0,0,9.6,7.7,2.9,6.9,0.6,0,16.8
20160511,-99,25,-99,4.5,0,4,11,0,27.5,21.8,28,-99,0,8,11.6,0,23.4,0,0,16.9,12.5,1.3,9.3,0.2,32.6,0
20160512,-99,0,-99,10,0.4,0,0,11.6,4.1,0,0,-99,0,43.2,16.3,26.3,6.4,0,0,0,0,0,0,0.5,1.7,0
20160513,-99,0,-99,11,0,0,6.4,1,0,0,0,-99,2.7,0,1.2,0,38.2,0,0,0,0,0,0,4,0,5.2
20160514,-99,10,-99,0,6,2.2,0,0,5.3,7.2,0,-99,9.8,0.2,0.4,3.6,0,0,0,0,0,0,0,0,0,0.8
20160515,-99,0,-99,0,0,1,0,0,9.6,0,0,-99,14.4,0,5.6,0,25,0,0,0,0,0,0,0,0,2.6
20160516,-99,0,-99,3,0,16.6,7,3.8,3.4,0,0,-99,18.9,48.1,4.1,0.9,2.3,0,0,0,0,0,0,0,0,0
20160517,-99,0,-99,5,0,0,0,0,0,0,0,-99,5.1,9.2,17.5,0,21.6,0,0,5,0.9,0,0,2.1,0,0
20160518,-99,0,-99,0.5,1.2,0.4,0,21.4,10.4,0,0,-99,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0
20160519,-99,0,-99,0,0,0,0,0,0,0,0,-99,0,13,13.6,0,0,0,0,4,1.4,0,0,0,0,0
20160520,-99,0,-99,0.8,0,0,0,0,0,0,0,-99,33.3,16.2,9.3,5.2,0,0,0,0,1,0,0,0,0,0
20160521,-99,0,-99,0,0,0,0,8.4,0,0,0,-99,4.4,1.9,0.2,0,18,0,0,0,0,0,0,0,0,5.6
20160522,-99,10,-99,0,0,3.5,2.1,0,0,1.6,0,-99,13.2,9.2,2.2,0,5.3,0,0,0,0,0,0,0,0,0.2
20160523,-99,0,-99,4.2,1.6,0,0,0,0,11.2,0,-99,0,0,0,0,8.4,1.1,0,1.6,0,0,0,0,0,5.3
20160524,-99,0,-99,0,74,3.6,0,0,0,8.8,0,-99,1.4,4.6,0,0,1.3,0,0,1.6,1.2,0,0,15.7,0,0.2
20160525,-99,0,-99,0,0,0,14.4,0,0,1.5,0,-99,0.3,0,0,7.6,26.5,0,0,3,1.8,0,0,17.5,2.8,0
20160526,-99,0,-99,0,0,1,0,1.9,0,0,0,-99,0,0,1.9,0,7,0,0,1.3,7.9,0,0.9,10.3,0,0
20160527,-99,0,-99,20.8,0,0,0,0,0,0,0,-99,0,16,0,0,1,0,0,0,0,0,0,1,0,0
20160528,-99,0,-99,12,0,2,0,1.1,0,0,0,-99,0.9,10.4,0,0,18.5,0,0,0,0,0,0,0,0,0
20160529,-99,0,-99,0,1.5,6,0,2,6,0,0,-99,2.7,6,0,0,8.5,0,0,0,0,0,0,0,0,0
20160530,-99,0,-99,0,0,0.7,0,2.6,11.2,3.4,0,-99,3,11.3,0,0,23.1,0,0,0,4.9,0.2,0,5.2,1.1,0
20160531,-99,0,-99,0,0,0,0,-99,11.9,0,0,-99,0,25.3,0,0.4,11.4,0,0,0.5,8.8,2.3,0,0,0,0
20160601,0,0,-99,0,0,0,0,0,2.2,23.5,0,0,12.2,0,0,0,-99,0,0,0,0,0,0,13,0,0
20160602,0,0,-99,0,0,0,0,0,0.4,0,0,0,3.7,0,0,0,-99,0,0,0,0.4,0,0,0,0,0
20160603,0,0,-99,0,0,0,0,0,0,0,0,0,2.8,0.9,0,0,-99,0,0,0,0,0,0,1.9,0,21.2
20160604,0.9,0,-99,0,0,0,0,0,0,9.6,1.1,0,24.8,0,0,0,-99,0,0,0,7.9,15.4,2.5,13.5,20.9,0
20160605,0,0,-99,2,17,2.5,20.5,0,0,0,5.3,0,0.8,0,0,0,-99,0,0,0.9,0,7.6,3.7,0,1.2,0
20160606,0,0,-99,0.4,35.4,21,0,0,0,0,0,0,4.3,6,0,0,-99,0,29.5,0,0,0,3.2,4.1,0,0
20160607,0,0,-99,0,0,14,0,0,1.2,0,0,0.4,10.7,0,0,0,-99,0,3.5,1.1,2.5,0,0.1,4.6,0,0
20160608,0,0,-99,0,0,0,0,0,0,0,0,0,0.9,0,0,0,-99,0,0,0,0,0,0,0,0,0
20160609,0,0,-99,0,7.4,0.3,0.6,0,0,0,0,0,4.9,1.2,0,0,-99,0,0,0,6.3,0,0,1.4,0,0
20160610,0,0,-99,0,0,0.2,0,0,0,0,0,0,0.4,10,0,0,-99,0,0,1.6,1.8,0,0,3,0,0
20160611,0,0,-99,0,0,0,0,0,0,0,0,0,0,8.2,0,0,-99,0,0,0,8.6,0.2,0,8.3,0,0
20160612,0,0,-99,0,0,0,0,0,0,0,0,0,1.4,0,0,0,-99,0,0,0,0,0,0,0,0,0
20160613,0,0,-99,0,10.8,0,13.7,0,20.8,0,0,0,45,8.2,0,0,-99,0,0,0,0,0,0,0,0,15.5
20160614,0,14,-99,3.2,0,0.2,2.3,0,1.8,0,0,0.2,0,0.5,0,4.2,-99,0,0,7.8,17.2,15.2,10.2,1.1,0,0
20160615,0,0,-99,0,3.5,25,12.8,17,4,0,0,0,3.9,40.5,0.2,0.9,-99,0,1.1,5.6,4.8,7,0,1,0,1.7
20160616,1.3,0,-99,0,3.8,34,30,1,22.4,0,0,0,3.9,0.2,0,0.4,-99,0,0,0,6.1,0.2,0,23.5,0,0
20160617,7.8,0,-99,6.2,0,6,0,3.5,0,21.5,0,0,1.3,15.1,2,2.1,-99,0,0,8,0,9.3,17.3,8.3,1.6,7.9
20160618,0,0,-99,2.6,0,6.2,29.5,2.9,0,6.4,0,0,0,7,4.4,2.8,-99,0,0,0.1,34,7.9,2.5,4.8,17.6,5.4
20160619,5.6,16,-99,0,3.4,2.5,43.5,1.6,0,11.8,0,0,18.6,1.6,29,62.7,-99,0,0,3.2,0.6,1.4,4.3,1.1,1.9,4.4
20160620,0,10,-99,4.2,0,5,0,0,0,3,0,0,2.8,0.5,10.5,2.6,-99,0,1.1,4.4,3.1,0,56.7,4.5,1.6,0
20160621,0,0,-99,0,46,0,1.3,0,1.2,0,0,0,2.2,2,1.3,0,-99,0,0,14.1,8.8,0,0,0,14.3,0
20160622,1.8,0,-99,6,38.2,10,4.3,9.1,70,0,0,0,0,2,25.8,5.6,-99,0,0,5.9,0,0,1.4,9.5,0,5.5
20160623,2.9,12,-99,0,0,5,0,14.7,4.8,12.1,2.6,0,0,0,9.6,27.2,-99,0,0,3.7,8.3,19,5.6,5.2,9.8,4.5
20160624,0,0,-99,0.2,14.2,0.2,0,0,18.4,0,0,0,0,7.8,4.5,10.9,-99,0,0,0.3,0.7,1.3,0,0.8,6.6,0
20160625,0,0,-99,0,8.3,4.2,23,17.9,11.2,0,0,0,2.2,8,13.4,0,-99,0,0,0.3,0,0.6,0.3,2.2,0,0
20160626,0,0,-99,3.2,1.2,1.3,29.4,4.6,11.5,0,0,0,7.8,0.6,0,0,-99,0,0,5.6,0,0,0,9,0,0
20160627,0,0,-99,19.7,0,67,0,3.7,10,1,0,0,1.6,0,0,0.2,-99,0,0,1.5,11.5,2.1,6.8,22.5,0,0
20160628,0,0,-99,14.5,20.4,4,13.2,3.5,16.4,0,0,4.6,0,0,0.8,0,-99,0,0,4.8,0.2,0,2.5,3.7,0,0
20160629,0,0,-99,3.5,0,0.5,0,10.4,14.2,0,27,0,0,1.3,2.6,21,-99,1.5,0,2.3,0,35,16.8,0.4,22,8.5
20160630,0,0,-99,0.8,0.6,15,18,6.9,30.6,0,0,3.4,41.3,0,12.6,9.7,-99,0,0,5.1,0,0,4.8,1,4.8,-99
20160701,0,0,1.5,0.8,0,4.5,4.6,1.4,5.6,0,0,0,1.1,0,8,6.3,-99,0,0,4.3,1.3,0,0,14.2,4.5,0
20160702,0.8,0,2.6,3.6,2,4,14.6,17.5,38.2,0,0,0,0,0,17.6,0,-99,0,0,0.8,0,1.6,28.1,1.9,6,0
20160703,7.3,0,1.3,12,1.2,32.7,0,14.6,20.4,10.5,0,11.4,0,0.6,4.5,13.4,-99,0,0,3.7,3.2,56,17,14.8,15.6,0
20160704,0,0,4,5.2,1.5,2.7,0,5.3,30.4,0,47,0,2.3,0,2.3,0.8,-99,0,0,9.7,7.1,0.5,2.6,1.3,0,0
20160705,2.2,0,7.2,20.5,1.2,0,3.6,34.1,6,0,0,0,32.9,18.2,0.8,7.4,-99,0,0,0,9.9,0,7.1,0,0,1.7
20160706,2.8,0,0.2,4,0,0.2,0,32.8,7.8,3,25,5.2,43.1,2,4.7,0,-99,0,0.5,18.1,0.1,17.8,15.2,17.5,0,0
20160707,0,0,0,18.8,0,1,21.4,1.5,3.4,0,0,0,1.3,17.8,0.3,0,-99,0,0,1.9,0,8.3,0.4,9,6,0
20160708,0,0,1.9,1,41,0,1,12.2,7.2,0,0,0,0,0,31.7,0,-99,0,0,2.6,0,0,0,5.5,0,7.6
20160709,1.6,0,2.4,4.5,0.2,9.3,0.6,13.5,40.5,2,7.6,14.8,0,6.3,0.5,2.2,-99,0,0,4.2,0.8,14.3,13.2,19.4,12.3,7.2
20160710,0,0,6.3,0,17.2,0.3,22.8,7.2,0,2.3,5,2.2,4.1,53.7,0,8.5,-99,0,0,8.7,0.5,13.8,32.3,0.4,1.6,0
20160711,22.4,0,7.4,2,0.2,20.5,3.7,16.6,6.2,0,19.5,18.4,0,7.2,0,0,-99,5.4,0,4,4.3,49.2,23.5,1.2,25.2,0
20160712,0,0,11.2,0,34,9.7,0,24.7,0,0,0,0,50.4,34.1,0,0,-99,8.6,0,4.7,6.1,2.8,3.3,11,15,0
20160713,0,0,10.8,0.8,0.6,1.8,35.8,1,30.4,1.8,8.4,9.6,0.9,3.2,0.8,0,-99,0,0,15.5,6.3,30.2,7.8,20.9,0.4,0.4
20160714,7.4,0,12,12,0.6,2.7,5.8,23.6,16,17.3,0.5,16.6,47.8,9.8,0,0,-99,0,0,5,4,8.2,16.5,4.5,29.5,0
20160715,0,0,13.4,0.6,0.2,9,7.1,0,14.2,0,0,0,1.6,0,0,0,-99,0,0,0,0,2.5,0,0,0,0
20160716,0,0,9.3,0,0.2,0.6,0.6,0,3.2,0,0,0,2.2,0,0,0.2,-99,0,0,3.3,2.7,7.1,3.5,15.5,0,0
20160717,0,0,7.6,3.5,1,5.7,7.5,1.6,30.6,0,0,0,2.5,14.8,0,0,-99,0,0,3.2,0.3,0,0.7,6.2,0,0
20160718,0,0,1.2,13,14.7,0,29.2,1.5,10.8,0,0,2.4,4,0,0,7.2,-99,0,0,0,0,0,0,0,0,0
20160719,0.7,0,0.9,5.6,0.7,5.4,4.5,37,16,0,0,29.8,1.3,9.6,0,9.4,-99,0,0.6,3.6,5.8,44.1,19.4,0,23.7,16
20160720,1,0,2,3.8,10.5,7,10.2,10,40.8,9.8,20.2,33.6,0.4,3.5,0.3,3.8,-99,0,3.8,25.8,7,36.6,26.8,0,15.4,0
20160721,2.5,0,1.8,4,5.4,5.3,4,6.8,0,10.3,19,7.2,46.6,0,21.3,8.6,-99,2.1,3.1,11.7,1,7.3,24.2,0,2.1,0
20160722,0,0,0.4,0,0,1,0,5.9,1.3,0,0,0,2,0,1.2,0.7,-99,0,0,3.9,0,0,0,0,8.6,0.4
20160723,0,0,0.8,4,65,4.4,5.7,23.8,20.6,0,0,0,0,0,4.3,0,-99,0,4.5,0.1,4.7,0,15.9,0,0,0
20160724,0,0,0,11,0.1,26.1,10,11.6,3.8,0,0,0.8,1,5.3,0,0,-99,4.2,4,4.2,1.9,0,5.3,0,0,0
20160725,0,0,0.6,30.5,0,0.3,0,0,0,0,0,0,0,9.7,0,0,-99,0,0,15.8,0,0,5.1,0,0,0
20160726,24.2,0,2.8,1,27.5,19.2,7.2,5.2,2.2,30.5,7,22.4,8.2,8.2,0,1.3,-99,0,0,5.6,8,9.2,26.4,0,9.3,8.9
20160727,27,0,3.3,17.2,19.8,24.8,26,14.4,4.2,16.3,19.5,3.2,2.8,9,1.4,2.3,-99,5.2,1.1,17.7,12.5,20.7,29.2,0,18,42.1
20160728,0,8,4.2,4,0.3,17,1,6.8,10.8,15,0,0,0,0,2.6,4.7,-99,0,4.6,3.4,11.2,1,3.3,0,6.1,9.6
20160729,0,0,0.2,6,12,6.5,1.4,13.9,38.2,0,0,0,0,0,0.4,6.7,-99,0,9.1,0,12,10,0.3,0,0.2,4.4
20160730,1.6,2,2.9,13,0,5.2,1.6,22,21,30.8,0,0,0,7.8,12.1,0.2,-99,0,0,3.6,17.3,4.2,1.2,0,1.8,1.5
20160731,0.6,2.5,4.6,16.5,0.5,4.2,12.2,56.2,14.2,9.4,0,2,3,0,1,8.7,-99,0,2.1,1.4,0,0,2.5,0,0,1.5
20160801,0,0,12,0.1,0,2,2,11.7,18,0,0,10.4,0,0,0,0,0,0,0,7.5,0.2,0.3,24.8,29.6,0,14.6
20160802,4.1,0,10.8,30.5,0,0.5,4,3.7,14,8.1,20,66.6,0,0,0,0.1,0,0,1.8,3.6,8,0,17.9,0.9,0,3.2
20160803,0,18,13.4,29.2,19.6,10.2,2.4,1.9,36.6,0,0,0,0,0,70.8,6.3,0,7,4.6,1.6,4.6,0.4,1.9,6.5,0.2,24.2
20160804,0,0,9.2,18.5,0,0.2,0,6.7,6.2,0,0,0,0,54.7,9.5,10.6,0,0,0,2.5,0.5,1.4,1.5,21.1,19.2,0
20160805,9.9,0,8,17,5.8,20,6.3,8.4,4.6,0.7,44.7,54.4,0,6.5,51.6,16.2,1.4,0,0,8.8,0.3,24.5,28.1,11.7,23.4,3.2
20160806,3.5,0,13.2,0.6,0,23.2,0.8,2.7,16,0,4.4,0,0,3.7,0.2,0,2.7,0,0,16.7,10.7,11.2,21.2,1.2,18.6,0.7
20160807,0,0,16.8,5.5,2.3,0.5,1.8,1.2,0.8,0,0,0,25.6,2.3,2.3,1.6,0,0,15.2,1.2,0.2,0,0,16.3,0,0
20160808,0,0,18.4,9,4.2,17.6,3,26.8,24.2,0,0,0,12.6,26.5,0,0.2,34,0,0,16,3.8,1.3,14.7,3.9,0,0
20160809,1.5,0,19.2,4.2,5.6,21.3,25,23.3,12.8,2.6,18.5,11.6,0,0,0.4,7.2,6.8,17,17.8,2.4,0,0,19.4,20.3,0,0
20160810,2,0,11.3,6,2,13,23.8,7.6,20.8,0,0,4.6,3.2,4,0,0,0.3,0,0,10.3,6.6,0,8.1,15,0,2.2
20160811,6.8,0,12.6,1,0,7,21.6,0,15,0,0,0,0,24.8,0,0,17.8,0,0,15,0.3,5.8,9.1,10.5,0,0
20160812,25,0,13.9,0.2,0,6.5,0,0,27.4,0,4,6.6,29.3,4.3,1.8,0,0,0,15,18.5,0.4,2.4,4.2,21.7,0,0
20160813,0,0,14.1,2.8,21.5,2.6,1.2,0,1,0,0,0,0,2,0,0,8.6,0,0,0,0,0,0.1,0,0,0
20160814,0.7,0,12.8,0,0,4,0,9.1,6.5,0,0,0,0,7.2,0,0,1.2,0,0,8.7,0.6,33.1,2.5,9.8,0,0
20160815,1.7,0,13.2,0,0,8.5,18.2,5.2,14,0.5,0,0,6.6,0,0,0,8.1,2.5,0,0,1,0,19.2,0.7,3.6,0
20160816,0,0,19.8,1.6,1.6,29.7,25.5,1.2,20.8,0,0,0,0,1.3,0,0,4.6,0,2.8,2.4,0,1,0,1.6,0,0
20160817,0,0,17.2,8.5,0,46.5,14.2,16.1,14.8,0,0,4.6,0,0,0,0,2.6,2,0,3,0,4.5,7.4,6.8,0,1.2
20160818,0,0,10.3,8,1,6,18.4,62,6.2,3.8,0,3.6,0,0,0,0,0,15,5.7,22,14.7,2.1,28.7,0.7,3.3,1
20160819,0,0,10.2,21,0,6,0,11.9,18.4,0,1.4,0,0.8,0,0,29.9,0,0,0,9,14.9,0.3,17.7,7.1,0,10.8
20160820,6,0,9.6,2.7,0.7,11.5,4.2,9.6,0,0,0,17.5,29.6,0,0,1.4,7.6,0,0,1.3,10.6,0.9,6.9,22.5,0,3
20160821,2.1,11,9.8,5,0,1,2.8,3.9,2.5,9,0,0,0,1.7,48.5,0.3,16.3,0,0,4.9,0,2.4,8,0,3.5,0
20160822,0,12,5.2,0,0,6.7,24,2.2,16,0,2,0,0,0,18.3,4.7,0,0,0,4.6,15,0,24.1,11.4,0,2.3
20160823,0,0,6.1,0,0.3,11.7,8.2,3.9,24.2,0,0,0,46.6,6.6,0.8,8.6,8.9,0,0,33.4,0.7,0,0.5,0,0.3,0
20160824,0,0,3.2,0,6,17.6,25,1.8,14.8,1.5,0,0,0,0,0,2.1,0.7,0,0,8.7,1.2,0,8.1,18.6,0,8.3
20160825,1.1,0,1.7,0.3,0,0.6,0,10.2,6,10.4,0,3.6,0,0.9,0,0,2.7,0,2,7.6,18.3,1.3,7.5,9.6,3.5,6
20160826,8.4,0,6.9,0,27.5,4.5,7.2,3.6,0,2.5,0,0,16.7,0,0,0,0,0,0,32.2,1.1,1.5,1.8,2.8,0,4.2
