Stations,DireDawa,Ginir,Ameya,DebreWork,Mankush,Debark,Metema,NefasMewcha,Shahura,Alemaya,AwashArba,Gewane,Gambela,Tepi,Maji,Wolaita,Alemteferi,Elidar,Semera,AddisAbabaBoleE,Hosana,Nazeret,SholaGebeya,WolisoGiyon,Ziway,Robe
19961102,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961103,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961104,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961105,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961106,0,0.8,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961107,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961108,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,16.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961109,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961110,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961111,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961112,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961113,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961114,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,29.2,0.7
19961115,0,0,-99,-99,-99,13.4,-99,10,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0.4,0,-99,7,0,0
19961116,3.2,6.4,-99,-99,-99,7,-99,5,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,1.8,0,-99,0.3,0.3,0
19961117,18.6,4.3,-99,-99,-99,18.5,-99,9.5,-99,-99,-99,0,-99,11.2,-99,0,-99,0,-99,-99,2.1,0,-99,1.3,3.3,0.3
19961118,0,7.1,-99,-99,-99,6.7,-99,1,-99,-99,-99,4.6,-99,13.1,-99,1.7,-99,25.2,-99,-99,6.5,3.9,-99,0,0,21.8
19961119,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,4.4,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961120,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,1.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961121,0,0,-99,-99,-99,8.1,-99,0,-99,-99,-99,0,-99,21.6,-99,1.4,-99,0,-99,-99,0,0,-99,0,0,0
19961122,0,2.1,-99,-99,-99,0,-99,16.6,-99,-99,-99,0,-99,0,-99,26.3,-99,0,-99,-99,5.5,1,-99,0.3,0,0
19961123,10.8,1.3,-99,-99,-99,0,-99,12,-99,-99,-99,0,-99,1.1,-99,0,-99,0,-99,-99,0,3,-99,0,0,36.7
19961124,0,0.9,-99,-99,-99,2.8,-99,0,-99,-99,-99,0,-99,9.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,3
19961125,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,1.6,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961126,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,1.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961127,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961128,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961129,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961130,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961201,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961202,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961203,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961204,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961205,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,5.4,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961206,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961207,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961208,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,9.4,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961209,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961210,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961211,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,9.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.8
19961212,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,22.7,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961213,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0.4
19961214,0,0,-99,-99,-99,4.9,-99,0,-99,-99,-99,0,-99,8.6,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961215,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,2.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961216,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961217,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961218,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961219,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961220,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961221,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961222,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961223,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961224,0,2.7,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,4
19961225,0,2.2,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,4.5
19961226,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961227,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961228,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0.5,-99,0,-99,-99,0,0,-99,0,0,0
19961229,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961230,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19961231,0,0,-99,-99,-99,0,-99,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970101,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970102,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970103,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970104,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970105,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,18.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970106,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,9.4,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970107,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,1,-99,0,-99,0,-99,-99,0,0,-99,0,0,1.3
19970108,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,24.6,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970109,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,16.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970110,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,7.7,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970111,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970112,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970113,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970114,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,2.5,-99,0,-99,0,-99,-99,0,0,-99,0.3,0,0
19970115,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,2.4,-99,0,-99,0,-99,-99,0,0,-99,1.1,0,1.7
19970116,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970117,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970118,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,3.8,0,-99,0,0,0
19970119,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,1.5,0,0
19970120,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,13.8,0,-99,0.8,0,0
19970121,0,0,-99,-99,-99,0,0,0.6,-99,0,-99,6.9,-99,0,-99,17.5,-99,19.4,-99,-99,6.6,14.4,-99,8,2.8,0
19970122,51.6,0,-99,-99,-99,0,0,0,-99,0,-99,1.6,-99,0,-99,0,-99,2.9,-99,-99,0,0,-99,0,13,3.3
19970123,3.7,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970124,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970125,1.4,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,2.7,0,-99,0,4.2,0
19970126,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,3.2,-99,0,-99,-99,0,0,-99,0.2,0,0
19970127,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,8.7,-99,0.7,-99,0,-99,-99,1.8,0,-99,0,0,0
19970128,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,5.4,-99,0,-99,-99,0,0,-99,0,0,0
19970129,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970130,0,0,-99,-99,-99,0,0,-99,-99,0,-99,0,-99,6.3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970131,0,0,-99,-99,-99,0,0,-99,-99,0,-99,0,-99,1.8,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970201,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970202,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970203,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970204,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970205,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970206,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970207,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970208,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970209,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970210,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970211,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970212,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970213,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970214,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970215,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970216,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970217,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970218,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970219,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970220,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970221,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970222,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970223,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970224,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970225,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970226,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,1.2,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970227,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,3.5,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970228,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970301,0,0,-99,-99,-99,0,0,1.2,-99,2.3,-99,0,-99,6.3,-99,0.2,-99,0,-99,-99,0,0,-99,0,0,0
19970302,0,0,-99,-99,-99,0,0,2.5,-99,0,-99,0,-99,16.5,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970303,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970304,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,1.6,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970305,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970306,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970307,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,10.1,-99,0,-99,0,-99,-99,0,0,-99,0,0,7.3
19970308,5.2,0,-99,-99,-99,0,0,0,-99,12.8,-99,0,-99,6.6,-99,0,-99,0,-99,-99,0.9,0,-99,0,0,0
19970309,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970310,0,0,-99,-99,-99,0,0,5.6,-99,0,-99,5.4,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970311,0,0,-99,-99,-99,0.6,36,19.3,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970312,1.7,0,-99,-99,-99,0,16,5.8,-99,0,-99,0,-99,11.1,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970313,0,0,-99,-99,-99,0,25,2.2,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970314,0,0,-99,-99,-99,11.2,14,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970315,0,0,-99,-99,-99,0,0,1.5,-99,0,-99,0,-99,11.5,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970316,0,0,-99,-99,-99,0,0,1.5,-99,0,-99,0,-99,4.4,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970317,15.8,0,-99,-99,-99,0,0,5.7,-99,3.5,-99,5.8,-99,2.1,-99,0,-99,0,-99,-99,0,0,-99,34.9,4.1,0
19970318,0.1,7.6,-99,-99,-99,0,0,2,-99,4.5,-99,0,-99,9.5,-99,0,-99,0,-99,-99,0.4,0,-99,1.9,0,1.5
19970319,0,0,-99,-99,-99,0,0,9.1,-99,0,-99,0,-99,10.3,-99,0,-99,0,-99,-99,0,8.6,-99,0,0,0
19970320,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,15.7,-99,0,-99,0,-99,-99,1.1,0,-99,0,0,0
19970321,0,0,-99,-99,-99,2.5,0,5,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970322,0,0,-99,-99,-99,0,0,27.9,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970323,10.5,0,-99,-99,-99,0,-99,0,-99,8.9,-99,26.4,-99,0,-99,0,-99,0,-99,-99,9.3,2.2,-99,3.9,8.1,0
19970324,3.3,0,-99,-99,-99,0,-99,0,-99,11.2,-99,8.6,-99,0,-99,0,-99,0,-99,-99,4.5,8.1,-99,14,1.2,1.5
19970325,20.4,1.2,-99,-99,-99,0,-99,0,-99,23.3,-99,56.6,-99,0.7,-99,5.8,-99,0,-99,-99,42.6,2,-99,0,0.8,12.4
19970326,0,2.5,-99,-99,-99,0,-99,0,-99,0,-99,2.4,-99,0,-99,0.4,-99,0,-99,-99,0,19.7,-99,0,20.6,9.3
19970327,0,9.4,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,8,-99,-99,15,0,-99,0,0,19.4
19970328,0,0,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,1.4,-99,7.4,-99,0,-99,-99,2.7,0,-99,0,0,1.4
19970329,0,6.8,-99,-99,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,10.9,19.9
19970330,4.5,0,-99,-99,-99,0,-99,0,-99,2.2,-99,0,-99,3,-99,0.9,-99,0,-99,-99,0,27.4,-99,0.7,10.5,16.1
19970331,33.7,0,-99,-99,-99,0,-99,0,-99,9.4,-99,0,-99,0,-99,11.5,-99,0,-99,-99,4.2,7.3,-99,6.2,14.2,0
19970401,0,4.6,-99,-99,-99,0,0,0,-99,1.6,-99,26.6,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,1.2
19970402,0.2,1.8,-99,-99,-99,0,0,0,-99,6.2,-99,8,-99,6.3,-99,2.4,-99,0,-99,-99,0.5,2.5,-99,0,26.8,5.5
19970403,0,0.2,-99,-99,-99,0,0,0,-99,0.9,-99,0,-99,2.9,-99,1,-99,0,-99,-99,4.1,0,-99,6.4,0,0
19970404,0,3.6,-99,-99,-99,0,0,0,-99,0,-99,0,-99,1,-99,21.9,-99,0,-99,-99,18.2,0,-99,0.9,0,12.3
19970405,0,0,-99,-99,-99,0,0,0,-99,0,-99,0,-99,1.7,-99,7.7,-99,0,-99,-99,2.2,0,-99,0,1.6,0
19970406,1.8,2.5,-99,-99,-99,2.2,0,1.5,0,0,-99,0,-99,1.6,-99,3.7,-99,0,-99,-99,20,1.4,-99,0.3,0,0
19970407,21.7,22.6,-99,-99,-99,8.7,0,0,0,5.9,-99,3,-99,34.3,-99,35.5,-99,0,-99,-99,46.2,22.5,-99,21.5,65.7,2.1
19970408,31.8,2.2,-99,-99,-99,0,0,20,0,21.5,-99,0.2,-99,0,-99,15.3,-99,0,-99,-99,1.8,0,-99,3.6,5.3,1
19970409,0,0,-99,-99,-99,0,0,2,0,0,-99,0,-99,26.4,-99,8.1,-99,0,-99,-99,0,0,-99,0,0,4.4
19970410,50,0.3,-99,-99,-99,0,0,27.8,0,3.2,-99,0,-99,0,-99,21.4,-99,0,-99,-99,28.7,0,-99,0,2,3.4
19970411,3.2,0,-99,-99,-99,0,0,0,0,15.7,-99,0,-99,30.1,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970412,0,0.3,-99,-99,-99,0,0,0,0,18,-99,0,-99,22.2,-99,10,-99,0,-99,-99,0,0,-99,0,0,1.3
19970413,0,4.3,-99,-99,-99,4.7,0,0,0.2,0,-99,0,-99,0,-99,1.3,-99,0,-99,-99,0,0,-99,0,0,9.8
19970414,0,0,-99,-99,-99,2.3,0,0,0,0,-99,0,-99,11.7,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970415,0,0,-99,-99,-99,0,3.5,0,0,0,-99,0,-99,12.5,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970416,0,0,-99,-99,-99,0,13.3,0,0,0,-99,0,-99,5.1,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970417,20.9,0,-99,-99,-99,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970418,0,0.9,-99,-99,-99,0.9,0,0,5.9,5,-99,0,-99,11.7,-99,5.5,-99,0,-99,-99,0,0,-99,0,0,4.3
19970419,7.9,2,-99,-99,-99,1.9,6,0,3,2.5,-99,0,-99,18.6,-99,6.2,-99,0,-99,-99,0,0,-99,33.2,0,0
19970420,0,15,-99,-99,-99,0,0,0,0,10.1,-99,0,-99,1.3,-99,29.5,-99,0,-99,-99,8.4,0,-99,9,39.8,2.4
19970421,4.9,5,-99,-99,-99,0,0,9.3,0,3,-99,0,-99,24.5,-99,0.6,-99,0,-99,-99,5,0.5,-99,4.1,34.6,25.6
19970422,0,2.6,-99,-99,-99,0,0,0,0,9.2,-99,0,-99,3.1,-99,6,-99,0,-99,-99,0,0,-99,0,14.5,1.9
19970423,0,21,-99,-99,-99,0,0,0,0,0.3,-99,0,-99,0,-99,0,-99,0,-99,-99,13.5,0,-99,0,0,18.6
19970424,0,6.3,-99,-99,-99,0,0,0,0,9.7,-99,0,-99,0,-99,29.5,-99,0,-99,-99,9,0,-99,-99,0,3.5
19970425,0,31,-99,-99,-99,0,0,0,0,7.2,-99,0,-99,0,-99,11.4,-99,0,-99,-99,18.2,0,-99,0,0,0.5
19970426,0,0,-99,-99,-99,0.9,0,0,0.9,0,-99,0,-99,17.7,-99,9.6,-99,0,-99,-99,1.8,1.6,-99,15.5,31.2,13.7
19970427,0,0.1,-99,-99,-99,0.2,0.8,2.8,5.8,4.3,-99,0,-99,0,-99,4.2,-99,0,-99,-99,0,0,-99,0,8,9.1
19970428,0,8.3,-99,-99,-99,0,0,0,0,0.3,-99,0,-99,3,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970429,0,23.6,-99,-99,-99,4.4,0,0,0,0,-99,0,-99,11.8,-99,0,-99,0,-99,-99,0,0,-99,0,0,9.4
19970430,0,0,-99,-99,-99,7,0,0,0,0,-99,0,-99,1.7,-99,7.4,-99,0,-99,-99,0,0,-99,0,0,5.4
19970501,0,0,-99,-99,-99,0,29.5,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970502,0,0,-99,-99,-99,0,9,0,0,0,-99,0,-99,1.6,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970503,0,0,-99,-99,-99,0,0,0,0,0,-99,0,-99,0,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970504,6.4,0,-99,-99,-99,0.4,0,0,0,0,-99,0,-99,20.2,-99,0.7,-99,0,-99,-99,0,0,-99,0,0,0
19970505,0,0,-99,-99,-99,0,0,0,26.9,0.4,-99,0,-99,2.8,-99,10.7,-99,0,-99,-99,0,0,-99,0,0,0
19970506,1.9,0,-99,-99,-99,14.5,0,0,33.5,0,-99,0,-99,11.3,-99,1.9,-99,0,-99,-99,1,0.6,-99,0,0,0
19970507,4.1,4.4,-99,-99,-99,0,0,1,0,1.7,-99,0,-99,7,-99,9,-99,0,-99,-99,0,3.6,-99,0,0,7
19970508,0,0,-99,-99,-99,0.7,0,0,2.4,0,-99,0,-99,14.8,-99,41.9,-99,0,-99,-99,0,0,-99,0,0,0.1
19970509,0,13.2,-99,-99,-99,14.6,0,0,5.4,10.5,-99,0,-99,8.5,-99,1.8,-99,0,-99,-99,0,0,-99,0,0,0.8
19970510,0.2,2.7,-99,-99,-99,0,4.4,0,0,7.8,-99,0,-99,0,-99,25,-99,0,-99,-99,0,0,-99,0,0,0
19970511,0,0,-99,-99,-99,0,0,0,0,2.1,-99,0,-99,0.9,-99,0,-99,0,-99,-99,0,0,-99,0,0,0
19970512,0.3,9.3,-99,-99,-99,1,16.1,0,-99,2.3,-99,0,-99,3.8,-99,5.6,-99,0,-99,-99,0,1,-99,0,0,0.4
